rva	size	donor	donor_rva	symbol	unit	evidence
0x00074f80	0xa0	buka21	0x000bae20	?Open@heroWindow@@QAEHHH@Z	BASE/WINDOW	graph:2;base=0.353009;margin=0.367120;shape=0.216;size=0.638;calls=0.500;alternate=pol20:int heroWindow::Open(int, int)@0x000cf200
0x00075020	0xb0	buka21	0x000baf20	?Close@heroWindow@@QAEXXZ	BASE/WINDOW	graph:2;base=0.586039;margin=0.311864;shape=0.455;size=0.909;calls=1.000;alternate=pol20:void heroWindow::Close(void)@0x000cf310
0x000750d0	0x150	buka21	0x000bafc0	?AddWidget@heroWindow@@QAEXPAVwidget@@H@Z	BASE/WINDOW	graph:3;base=0.553676;margin=0.412288;shape=0.475;size=0.789;calls=1.000;alternate=pol20:void heroWindow::AddWidget(class widget *, int)@0x000cf3c0
0x00075220	0x120	buka21	0x000bb0d0	?RemoveWidget@heroWindow@@QAEXPAVwidget@@@Z	BASE/WINDOW	graph:2;base=0.565639;margin=0.542930;shape=0.500;size=0.802;calls=1.000;alternate=pol20:void heroWindow::RemoveWidget(class widget *)@0x000cf500
0x00075340	0xa0	buka21	0x000bb1c0	?BroadcastMessage@heroWindow@@QAEHAAUtag_message@@@Z	BASE/WINDOW	graph:2;base=0.435923;margin=0.333583;shape=0.340;size=0.588;calls=1.000;alternate=pol20:int heroWindow::BroadcastMessage(struct tag_message &)@0x000cf620
0x000753e0	0x20	pol20	0x000cf6c0	void heroWindow::DrawWindow(void)	BASE/WINDOW	unique-normalized
0x00075400	0x30	buka21	0x000bb240	?DrawWindow@heroWindow@@QAEXH@Z	BASE/WINDOW	graph:5;base=0.418036;margin=0.971201;shape=0.250;size=0.729;calls=1.000;alternate=pol20:void heroWindow::DrawWindow(int)@0x000cf6e0
0x00075430	0x100	buka21	0x000bb270	?DrawWindow@heroWindow@@QAEXHHH@Z	BASE/WINDOW	graph:2;base=0.624064;margin=0.444596;shape=0.548;size=0.926;calls=1.000;alternate=pol20:void heroWindow::DrawWindow(int, int, int)@0x000cf710
0x00075530	0x90	buka21	0x000bb360	?SaveBackground@heroWindow@@QAEHXZ	BASE/WINDOW	graph:2;base=0.570741;margin=0.294707;shape=0.467;size=0.852;calls=1.000;alternate=pol20:int heroWindow::SaveBackground(void)@0x000cf830
0x000755c0	0x90	buka21	0x000bb410	?RestoreBackground@heroWindow@@QAEXXZ	BASE/WINDOW	graph:2;base=0.579338;margin=0.220950;shape=0.412;size=0.993;calls=1.000;alternate=pol20:void heroWindow::RestoreBackground(void)@0x000cf8b0
0x00075650	0x1e0	buka21	0x000bb4a0	?MoveWindow@heroWindow@@QAEXHH@Z	BASE/WINDOW	graph:3;base=0.486346;margin=0.742274;shape=0.333;size=0.777;calls=1.000;alternate=pol20:void heroWindow::MoveWindow(int, int)@0x000cf950
0x00075830	0xa0	pol20	0x000c7fa0	void resourceManager::constructor(void)	BASE/RESMGR	graph:2;base=0.686989;margin=0.188021;shape=0.780;size=0.731;calls=1.000
0x000758d0	0x90	buka21	0x000b7fa0	?GetBackdrop@resourceManager@@QAEXPADPAVbitmap@@H@Z	BASE/RESMGR	graph:2;base=0.523311;margin=0.276556;shape=0.370;size=0.986;calls=0.778;alternate=pol20:void resourceManager::GetBackdrop(char *, class bitmap *, int)@0x000c8080
0x00075960	0x90	buka21	0x000b8040	?GetBackdropAtLoc@resourceManager@@QAEXPADPAVbitmap@@HHH@Z	BASE/RESMGR	graph:3;base=0.388383;margin=0.191324;shape=0.224;size=0.750;calls=0.667;alternate=pol20:void resourceManager::GetBackdropAtLoc(char *, class bitmap *, int, int, int)@0x000c8130
0x000759f0	0xa0	buka21	0x000b8100	?GetPalette@resourceManager@@QAEPAVpalette@@PAD@Z	BASE/RESMGR	graph:4;base=0.526908;margin=0.640000;shape=0.347;size=0.838;calls=1.000;alternate=pol20:class font * resourceManager::GetFont(char *)@0x000c84d0
0x00075a90	0xa0	buka21	0x000b82b0	?GetIcon@resourceManager@@QAEPAVicon@@K@Z	BASE/RESMGR	graph:3;base=0.509226;margin=0.222318;shape=0.347;size=0.920;calls=0.800;alternate=pol20:class bitmap * resourceManager::GetBitmap(char *)@0x000c82b0
0x00075b70	0x90	buka21	0x000b81c0	?GetBitmap@resourceManager@@QAEPAVbitmap@@PAD@Z	BASE/RESMGR	graph:3;base=0.472301;margin=0.240000;shape=0.327;size=0.754;calls=0.800;alternate=pol20:class icon * resourceManager::GetIcon(unsigned long int)@0x000c8380
0x00075c00	0xa0	buka21	0x000b8360	?GetTileset@resourceManager@@QAEPAVtileset@@PAD@Z	BASE/RESMGR	graph:2;base=0.526908;margin=0.440000;shape=0.347;size=0.838;calls=1.000;alternate=pol20:class MIDIWrap * resourceManager::GetMIDIWrap(char *)@0x000c8610
0x00075ca0	0xa0	buka21	0x000b8430	?GetFont@resourceManager@@QAEPAVfont@@PAD@Z	BASE/RESMGR	graph:3;base=0.526908;margin=0.200000;shape=0.347;size=0.838;calls=1.000;alternate=pol20:class palette * resourceManager::GetPalette(char *)@0x000c8210
0x00075d40	0xa0	buka21	0x000b84f0	?GetSample@resourceManager@@QAEPAVsample@@PAD@Z	BASE/RESMGR	graph:2;base=0.514578;margin=0.400000;shape=0.333;size=0.838;calls=1.000;alternate=pol20:class sample * resourceManager::GetSample(char *)@0x000c8570
0x00075de0	0x90	buka21	0x000b8670	?Dispose@resourceManager@@QAEXPAVresource@@@Z	BASE/RESMGR	graph:2;base=0.520865;margin=0.403030;shape=0.400;size=0.812;calls=1.000;alternate=pol20:void resourceManager::Dispose(class resource *)@0x000c86b0
0x00075e70	0x60	buka21	0x000b86f0	?AddResource@resourceManager@@QAEXPAVresource@@@Z	BASE/RESMGR	graph:3;base=0.451638;margin=0.545401;shape=0.346;size=0.698;calls=1.000;alternate=pol20:void resourceManager::AddResource(class resource *)@0x000c8740
0x00075ed0	0x90	pol20	0x000c87a0	void resourceManager::Expunge(void)	BASE/RESMGR	graph:1;base=0.789562;margin=0.296214;shape=0.906;size=0.965;calls=1.000
0x00075f60	0x50	buka21	0x000b87c0	?Query@resourceManager@@QAEPAVresource@@K@Z	BASE/RESMGR	graph:3;base=0.434784;margin=0.589664;shape=0.276;size=0.688;calls=1.000;alternate=pol20:class resource * resourceManager::Query(unsigned long int)@0x000c8830
0x00076060	0x90	pol20	0x000c8950	void resourceManager::RemoveResource(class resource *)	BASE/RESMGR	graph:1;base=0.776176;margin=0.347353;shape=0.900;size=0.944;calls=1.000
0x00076180	0x100	buka21	0x0005f9cd	?CreateJoinFile@@YIXPAD00@Z	SOURCE/GAME	graph:3;base=0.243303;margin=0.323263;shape=0.293;size=0.286;calls=0.222
0x00076280	0x100	buka21	0x000b8af0	?PointToFile@resourceManager@@QAEXK@Z	BASE/RESMGR	graph:3;base=0.595306;margin=0.474349;shape=0.195;size=0.969;calls=0.750;strings=ResMgr::PointToFile failure!  ThisFileId:%d  LastFileId:%d  LastFileName:%s;alternate=pol20:void resourceManager::PointToFile(unsigned long int)@0x000c8c00
0x00076470	0x30	buka21	0x000b8cd0	?SavePosition@resourceManager@@QAEXXZ	BASE/RESMGR	graph:2;base=0.435067;margin=0.395891;shape=0.259;size=0.600;calls=1.000;alternate=pol20:void resourceManager::SavePosition(void)@0x000c8e20
0x000764a0	0x30	buka21	0x000b8d20	?RestorePosition@resourceManager@@QAEXXZ	BASE/RESMGR	graph:2;base=0.425713;margin=0.238867;shape=0.231;size=0.593;calls=1.000;alternate=pol20:void resourceManager::RestorePosition(void)@0x000c8e80
0x00076530	0x60	buka21	0x000b8de0	?ReadWord@resourceManager@@QAEFXZ	BASE/RESMGR	graph:5;base=0.481320;margin=0.600000;shape=0.261;size=0.958;calls=1.000;alternate=pol20:short int resourceManager::ReadWord(void)@0x000c8f70
0x00076590	0x60	pol20	0x000c9000	long int resourceManager::ReadLong(void)	BASE/RESMGR	graph:2;base=0.495795;margin=0.196956;shape=0.408;size=0.727;calls=0.667
0x000765f0	0x60	pol20	0x000c9090	unsigned long int resourceManager::MakeId(char *, int)	BASE/RESMGR	graph:2;base=0.402926;margin=0.271504;shape=0.475;size=0.423;calls=0.500
0x00076650	0x30	pol20	0x000c9180	void resourceManager::Read13(signed char *)	BASE/RESMGR	graph:3;base=0.690231;margin=0.442402;shape=0.824;size=0.792;calls=1.000
0x00076680	0x60	buka21	0x000b8f60	?ReadBlock@resourceManager@@QAEXPACK@Z	BASE/RESMGR	graph:2;base=0.372879;margin=0.300057;shape=0.264;size=0.619;calls=0.571
0x000766e0	0x100	buka21	0x000b9050	??0mouseManager@@QAE@XZ	BASE/MOUSEMGR	graph:2;base=0.494087;margin=0.231461;shape=0.072;size=0.848;calls=0.667;strings=mouseManager;alternate=pol20:void mouseManager::constructor(void)@0x000c9270
0x00076940	0x490	buka21	0x000b95e0	?SetPointer@mouseManager@@QAEXH@Z	BASE/MOUSEMGR	graph:7;base=0.417606;margin=1.286688;shape=0.189;size=0.849;calls=0.737;alternate=pol20:void mouseManager::SetPointer(int)@0x000c9630
0x00076dd0	0x10	buka21	0x00008427	?GetCell@advManager@@QAEPAVmapCell@@HH@Z	SOURCE/ADVMGR	graph:6;base=0.163393;margin=0.278176;shape=0.000;size=0.120;calls=1.000
0x00076de0	0x10	buka21	0x00005bba	?CompleteDraw@advManager@@QAEXH@Z	SOURCE/ADVMGR	graph:4;base=0.167943;margin=0.165464;shape=0.000;size=0.340;calls=0.000
0x00076e60	0x60	buka21	0x000ba100	?MouseCoords@mouseManager@@QAEXAAH0@Z	BASE/MOUSEMGR	graph:4;base=0.387847;margin=0.576156;shape=0.081;size=0.906;calls=1.000;alternate=pol20:void mouseManager::MouseCoords(int &, int &)@0x000c9ec0
0x000771f0	0x5c0	pol20	0x000cbc40	void soundManager::CDPlay(int, int, int, int)	BASE/soundmgr	graph:3;base=0.536644;margin=0.393082;shape=0.179;size=0.774;calls=0.846;strings= notify|play CD from %d to %d%s|play CD from %s to %d%s
0x00078390	0xc0	pol20	0x000ccf40	void soundManager::AdjustSoundVolumes(void)	BASE/soundmgr	graph:2;base=0.379918;margin=0.266554;shape=0.143;size=0.828;calls=0.600
0x00078940	0x490	buka21	0x000b65e0	?PollSound@soundManager@@QAEXXZ	BASE/soundmgr	reviewed-anchor;alternate=pol20:void soundManager::PollSound(void)@0x000cd320
0x00078f80	0x1f0	pol20	0x000cd7f0	struct _SAMPLE * soundManager::MemorySample(class sample *)	BASE/soundmgr	graph:3;base=0.416816;margin=0.634970;shape=0.185;size=0.757;calls=0.786
0x000797f0	0x60	pol20	0x000d2130	void border::constructor(short int, short int, short int, short int, short int, short int, short int, char *)	BASE/BORDER	graph:1;base=0.774579;margin=0.399488;shape=0.864;size=0.960;calls=1.000
0x00079850	0x2d0	pol20	0x000d21e0	void border::Read(void)	BASE/BORDER	graph:3;base=0.256292;margin=0.272774;shape=0.158;size=0.375;calls=0.882
0x00079b20	0xb0	buka21	0x000c5df0	??0bitmap@@QAE@K@Z	BASE/BITMAP	graph:3;base=0.465210;margin=0.233461;shape=0.283;size=0.749;calls=0.900;alternate=pol20:void icon::constructor(unsigned long int)@0x000c7a20
0x00079bd0	0x230	pol20	0x000c7b50	int icon::CombatClipDrawToBuffer(int, int, int, struct SLimitData *, int, int, unsigned char *, signed char *)	BASE/ICON	graph:4;base=0.349844;margin=0.556955;shape=0.142;size=0.801;calls=0.571
0x0007a170	0x10	pol20	0x000d1610	void executive::constructor(void)	BASE/EXEC	unique-normalized
0x0007a180	0xb0	pol20	0x000d1620	int executive::InitSystem(void)	BASE/EXEC	graph:2;base=0.678352;margin=0.746953;shape=0.364;size=0.898;calls=1.000;strings=Unable to initialize input devices - possible problem with mouse or keyboard.|Unable to initialize mouse.|Unable to initialize resources - possible disk problem.
0x0007a230	0x90	buka21	0x000c5010	?ShutDownSystem@executive@@QAEXXZ	BASE/EXEC	graph:2;base=0.476451;margin=0.436580;shape=0.279;size=0.783;calls=1.000;alternate=pol20:void executive::ShutDownSystem(void)@0x000d16c0
0x0007a2c0	0x110	pol20	0x000d1750	int executive::DoDialog(class baseManager *)	BASE/EXEC	graph:1;base=0.845533;margin=0.528580;shape=0.712;size=0.923;calls=1.000;strings=Can't add manager!
0x0007a3d0	0xe0	buka21	0x000c52f0	?AddManager@executive@@QAEHPAVbaseManager@@H@Z	BASE/EXEC	graph:2;base=0.437231;margin=0.327463;shape=0.214;size=0.709;calls=1.000;alternate=pol20:int executive::AddManager(class baseManager *, int)@0x000d18e0
0x0007a4b0	0x80	buka21	0x000c5430	?RemoveManager@executive@@QAEXPAVbaseManager@@@Z	BASE/EXEC	graph:2;base=0.457582;margin=0.316699;shape=0.314;size=0.656;calls=1.000;alternate=pol20:void executive::RemoveManager(class baseManager *)@0x000d19b0
0x0007a530	0x70	buka21	0x000c5500	?CallManager@executive@@QAEXPAVbaseManager@@@Z	BASE/EXEC	graph:2;base=0.458117;margin=0.448699;shape=0.211;size=0.903;calls=1.000;alternate=pol20:void executive::CallManager(class baseManager *)@0x000d1a30
0x0007a5a0	0x110	buka21	0x000c5580	?MainLoop@executive@@QAEXXZ	BASE/EXEC	graph:2;base=0.400386;margin=0.234811;shape=0.152;size=0.721;calls=1.000;alternate=pol20:void executive::MainLoop(void)@0x000d1a90
0x0007a720	0x50	buka21	0x000c5d50	??0bitmap@@QAE@FFF@Z	BASE/BITMAP	graph:2;base=0.480481;margin=0.412136;shape=0.467;size=0.523;calls=1.000;alternate=pol20:void bitmap::constructor(short int, short int, short int)@0x000d0040
0x0007a770	0xb0	buka21	0x000c26f0	??0icon@@QAE@K@Z	BASE/ICON	graph:3;base=0.465117;margin=0.243657;shape=0.295;size=0.962;calls=0.600;alternate=pol20:void bitmap::constructor(unsigned long int)@0x000d00a0
0x0007a820	0x40	buka21	0x000c6090	?DrawToBuffer@bitmap@@QAEXFF@Z	BASE/BITMAP	graph:2;base=0.474636;margin=0.179452;shape=0.226;size=0.901;calls=1.000;alternate=pol20:void bitmap::DrawToBuffer(short int, short int)@0x000d0260
0x0007a880	0x30	pol20	0x000d0310	void bitmap::GrabBitmap(class bitmap *, short int, short int)	BASE/BITMAP	graph:2;base=0.441786;margin=0.405057;shape=0.278;size=0.792;calls=1.000
0x0007a8b0	0x80	buka21	0x000bed60	?WritePrefsToFile@@YIXXZ	BASE/Misc	graph:2;base=0.408443;margin=0.380075;shape=0.289;size=0.773;calls=0.571
0x0007a930	0xc0	pol20	0x000d0430	void bitmap::CopyTo(class bitmap *, int, int, int, int, int, int)	BASE/BITMAP	graph:3;base=0.619683;margin=0.651187;shape=0.521;size=0.946;calls=1.000
0x0007aa60	0x70	buka21	0x000bb7c0	??0iconWidget@@QAE@FFFFPADFCFFF@Z	BASE/ICONWDGT	graph:2;base=0.448686;margin=0.131076;shape=0.409;size=0.569;calls=0.667;alternate=pol20:void iconWidget::constructor(short int, short int, short int, short int, char *, short int, signed char, short int, short int, short int)@0x000d0b40
0x0007aad0	0xd0	buka21	0x000bb890	?Read@iconWidget@@QAEXXZ	BASE/ICONWDGT	graph:3;base=0.397115;margin=0.158761;shape=0.184;size=0.756;calls=0.929;alternate=pol20:void iconWidget::Read(void)@0x000d0bc0
0x0007aba0	0x1c0	pol20	0x000d0cd0	int iconWidget::Main(struct tag_message &);   // virtual [override (implements widget pure virtual)]	BASE/ICONWDGT	graph:2;base=0.456470;margin=0.151034;shape=0.410;size=0.682;calls=0.667
0x0007ae60	0x70	buka21	0x000c2fe0	??0textWidget@@QAE@FFFFPAD0FFFF@Z	BASE/TEXTWDGT	graph:8;base=0.546676;margin=1.617074;shape=0.474;size=0.671;calls=1.000
0x0007aed0	0xf0	buka21	0x000c3090	?Read@textWidget@@QAEXXZ	BASE/TEXTWDGT	graph:2;base=0.448756;margin=0.211293;shape=0.240;size=0.792;calls=1.000;alternate=pol20:void textWidget::Read(void)@0x000d1160
0x0007b2c0	0xb0	buka21	0x000c3620	??0font@@QAE@K@Z	BASE/FONT	graph:3;base=0.550095;margin=0.577901;shape=0.439;size=0.769;calls=1.000;alternate=pol20:void font::constructor(unsigned long int)@0x000c6fd0
0x0007b3b0	0x40	pol20	0x000c70e0	void font::~destructor(void)	BASE/FONT	graph:1;base=0.737061;margin=0.205061;shape=0.857;size=0.891;calls=1.000
0x0007b4d0	0x2d0	pol20	0x000c7470	void font::DrawBoundedString(char *, int, int, int, int, int, int)	BASE/FONT	graph:2;base=0.409947;margin=0.423797;shape=0.271;size=0.915;calls=0.200
0x0007b7a0	0x220	pol20	0x000c7790	int font::LineLength(char *, int)	BASE/FONT	graph:2;base=0.358513;margin=0.371072;shape=0.273;size=0.800;calls=0.000
0x0007bac8	0x2e	buka21	0x000c2ed4	_BitTest	BASE/BITS	unique-normalized;alternate=pol20:_BitTest@0x000d1594
0x0007baf6	0x20	buka21	0x000c2f02	_BitSet	BASE/BITS	unique-normalized;alternate=pol20:_BitSet@0x000d15c2
0x0007bb40	0x2f0	pol20	0x000cdb50	int KeyboardMessageHandler(void *, unsigned int, unsigned int, long int)	BASE/INPUTMGR	graph:2;base=0.546335;margin=0.415164;shape=0.378;size=0.969;calls=1.000
0x0007be30	0x280	buka21	0x000bc390	?MouseMessageHandler@@YIHPAXIIJ@Z	BASE/INPUTMGR	graph:3;base=0.528083;margin=0.800438;shape=0.151;size=0.712;calls=0.800;strings=ReleaseCapture Failed;alternate=pol20:int MouseMessageHandler(void *, unsigned int, unsigned int, long int)@0x000cde60
0x0007c200	0x20	pol20	0x000ce2e0	void inputManager::Flush(void)	BASE/INPUTMGR	graph:4;base=0.389638;margin=0.747157;shape=0.400;size=0.469;calls=1.000
0x0007c220	0xe0	buka21	0x000bc8f0	?GetEvent@inputManager@@QAE?AUtag_message@@XZ	BASE/INPUTMGR	graph:3;base=0.448830;margin=0.440547;shape=0.193;size=0.938;calls=1.000;alternate=pol20:struct tag_message inputManager::GetEvent(void)@0x000ce2f0
0x0007c320	0x1d0	pol20	0x000ce480	void inputManager::AsciiConvert(struct tag_message &)	BASE/INPUTMGR	graph:2;base=0.568564;margin=0.663311;shape=0.420;size=0.989;calls=1.000
0x0007c4f0	0x33c	pol20	0x000ce650	void inputManager::MakeScanCodeTable(void)	BASE/INPUTMGR	unique-instructions
0x0007c82c	0x74	pol20	0x000ca570	void BlitBitmap(class bitmap *, int, int, int, int, class bitmap *, int, int)	BASE/bmap2	graph:2;base=0.410012;margin=0.369659;shape=0.159;size=0.699;calls=1.000
0x0007ca44	0x260	pol20	0x000d0570	void IconToBitmap(class icon *, class bitmap *, int, int, int, int, int, int, int, int, int)	BASE/Icon2b	graph:3;base=0.285944;margin=0.405645;shape=0.094;size=0.482;calls=1.000
0x0007cf00	0x70	buka21	0x000caea0	??0palette@@QAE@XZ	BASE/PALETTE	graph:2;base=0.446186;margin=0.391099;shape=0.342;size=0.991;calls=0.400
0x0007cf70	0x60	buka21	0x000caf40	??0palette@@QAE@K@Z	BASE/PALETTE	graph:2;base=0.470157;margin=0.088848;shape=0.324;size=0.627;calls=1.000
0x0007e170	0xb20	buka21	0x000d22a0	?Main@textEntryWidget@@UAEHAAUtag_message@@@Z	BASE/Textntry	graph:2;base=0.447158;margin=0.095850;shape=0.186;size=0.999;calls=0.865;alternate=pol20:int textEntryWidget::Main(struct tag_message &);   // virtual [override (implements widget pure virtual)]@0x000d8b90
0x0007ee70	0x80	pol20	0x000dd390	void dimmerWidget::Read(void)	BASE/DIMMER	graph:2;base=0.440989;margin=0.130366;shape=0.353;size=0.742;calls=0.857
0x0007ef70	0xe0	buka21	0x000d3710	?Read@button@@QAEXXZ	BASE/BUTTON	graph:3;base=0.430000;margin=0.002594;shape=0.212;size=0.809;calls=0.933;alternate=pol20:void button::Read(void)@0x000dd5b0
0x0007f050	0x530	pol20	0x000dd6d0	int button::Main(struct tag_message &);   // virtual [override (implements widget pure virtual)]	BASE/BUTTON	graph:2;base=0.591151;margin=0.235581;shape=0.490;size=0.929;calls=0.909
0x0007f580	0xf0	pol20	0x000ddc70	short int button::Select(struct tag_message &)	BASE/BUTTON	graph:2;base=0.407599;margin=0.408945;shape=0.385;size=0.625;calls=0.600
0x0007f670	0x60	pol20	0x000dde00	void widget::constructor(short int, short int, short int, short int, short int, short int)	BASE/WIDGET	graph:2;base=0.701422;margin=0.655562;shape=0.750;size=0.938;calls=1.000
0x0007f710	0x260	pol20	0x000ddee0	int widget::Main(struct tag_message &)	BASE/WIDGET	graph:2;base=0.485539;margin=0.429986;shape=0.364;size=0.804;calls=0.875
0x0007f970	0xf0	buka21	0x000ce090	??0tileset@@QAE@K@Z	BASE/TILESET	graph:3;base=0.470849;margin=0.029096;shape=0.295;size=0.996;calls=0.636;alternate=pol20:void tileset::constructor(unsigned long int)@0x000dac60
0x0007fa60	0x1c0	pol20	0x000dad60	void sample::constructor(char *, long int, long int, long int)	BASE/SAMPLE	graph:2;base=0.605076;margin=0.491385;shape=0.623;size=0.859;calls=0.700
0x0007fc20	0x30	pol20	0x000d9750	void resource::constructor(short int, unsigned long int, short int, class resource *)	BASE/RESOURCE	graph:2;base=0.580179;margin=0.556429;shape=0.444;size=0.938;calls=1.000
0x00080232	0x68	buka21	0x000d6d92	__local_unwind2	(libcmt)	unique-normalized
0x0008029a	0x23	buka21	0x000d6dfa	__abnormal_termination	(libcmt)	unique-normalized
0x000802bd	0x9	buka21	0x000d6e1d	__NLG_Notify1	(libcmt)	unique-normalized
0x000802c6	0x1a	buka21	0x000d6e26	__NLG_Notify	(libcmt)	graph:2;base=0.703654;margin=0.597850;shape=0.750;size=0.923;calls=1.000
0x000805f0	0x8	buka21	0x000d68d0	_strcpy	(libcmt)	graph:3;base=0.572500;margin=0.949891;shape=0.500;size=0.875;calls=1.000
0x000805f8	0xe8	buka21	0x000d68e0	_strcat	(libcmt)	graph:2;base=0.802677;margin=0.683680;shape=0.932;size=0.966;calls=1.000
0x000806f0	0x70	buka21	0x000a215f	?Update@bankBox@@QAEXH@Z	SOURCE/STRIP	graph:3;base=0.304779;margin=0.353705;shape=0.161;size=0.583;calls=0.400
0x00080820	0x60	buka21	0x000d6f20	_memset	(libcmt)	graph:2;base=0.777500;margin=0.862206;shape=0.917;size=0.917;calls=1.000
0x000808a0	0x150	buka21	0x000d70d0	_memcpy	(libcmt)	graph:8;base=0.188853;margin=1.467600;shape=0.087;size=0.506;calls=0.000
0x000809f0	0x20	buka21	0x000d8c6e	_open	(libcmt)	graph:2;base=0.423586;margin=0.370429;shape=0.333;size=0.719;calls=1.000;alternate=pol20:void textWidget::constructor(short int, short int, short int, short int, char *, char *, short int, short int, short int, short int)@0x000d10f0
0x00080a68	0x28	buka21	0x000d6ef0	__ftol	(libcmt)	graph:2;base=0.808441;margin=0.808876;shape=0.933;size=0.975;calls=1.000
0x000818a0	0x80	buka21	0x000d69c0	_strlen	(libcmt)	graph:2;base=0.624062;margin=0.521779;shape=0.559;size=0.961;calls=1.000
0x00081980	0x60	buka21	0x000d91d5	__fclose_lk	(libcmt)	graph:2;base=0.447163;margin=0.501000;shape=0.220;size=0.792;calls=1.000
0x00081a50	0x40	buka21	0x000d9338	__fsopen	(libcmt)	graph:2;base=0.430305;margin=0.220163;shape=0.258;size=0.766;calls=1.000
0x00081a90	0x20	buka21	0x000d9369	_fopen	(libcmt)	graph:3;base=0.379770;margin=0.431625;shape=0.300;size=0.594;calls=1.000
0x00081d00	0x10	buka21	0x000d7f22	_srand	(libcmt)	graph:2;base=0.494821;margin=0.448338;shape=0.400;size=0.812;calls=1.000
0x00081eb0	0x40	buka21	0x000d9221	_fread	(libcmt)	graph:3;base=0.420841;margin=0.197720;shape=0.269;size=0.734;calls=1.000
0x00081ef0	0x150	buka21	0x000d9250	__fread_lk	(libcmt)	graph:2;base=0.363506;margin=0.474863;shape=0.206;size=0.690;calls=0.667
0x00082040	0x40	buka21	0x000d96ab	_fseek	(libcmt)	graph:2;base=0.408036;margin=0.292982;shape=0.280;size=0.688;calls=1.000
0x00082080	0xa0	buka21	0x000d96d7	__fseek_lk	(libcmt)	graph:2;base=0.525164;margin=0.560753;shape=0.377;size=0.881;calls=1.000
0x00082120	0x30	buka21	0x000d9528	_ftell	(libcmt)	graph:2;base=0.406643;margin=0.197770;shape=0.238;size=0.708;calls=1.000
0x00082150	0x1b0	buka21	0x000d954a	__ftell_lk	(libcmt)	graph:2;base=0.442241;margin=0.543143;shape=0.236;size=0.817;calls=1.000
0x00082300	0x40	buka21	0x000d7f60	_strncmp	(libcmt)	graph:1;base=0.760697;margin=0.553373;shape=0.906;size=0.875;calls=1.000
0x00082340	0x40	buka21	0x000d94da	_fputs	(libcmt)	graph:3;base=0.423121;margin=0.002280;shape=0.257;size=0.821;calls=0.500
0x00082380	0x180	buka21	0x000dfedc	__fwrite_lk	(libcmt)	graph:2;base=0.384740;margin=0.514688;shape=0.222;size=0.693;calls=0.750
0x00082500	0x80	buka21	0x000d937c	_lseek	(libcmt)	graph:2;base=0.427928;margin=0.400000;shape=0.228;size=0.789;calls=1.000
0x00082580	0x90	buka21	0x000d93e1	__lseek_lk	(libcmt)	graph:2;base=0.403818;margin=0.392820;shape=0.176;size=0.799;calls=1.000
0x00082610	0xb0	buka21	0x000d9454	__chdir	(libcmt)	graph:2;base=0.411828;margin=0.430180;shape=0.188;size=0.761;calls=1.000
0x00082890	0x70	buka21	0x000d8b8e	_close	(libcmt)	graph:2;base=0.443118;margin=0.182785;shape=0.212;size=0.830;calls=1.000
0x00082900	0x90	buka21	0x000d8beb	__close_lk	(libcmt)	graph:3;base=0.466836;margin=0.766035;shape=0.240;size=0.910;calls=0.875
0x00082990	0x80	buka21	0x000d8950	_read	(libcmt)	graph:2;base=0.427928;margin=0.224043;shape=0.228;size=0.789;calls=1.000
0x00082a10	0x230	buka21	0x000d89b5	__read_lk	(libcmt)	graph:3;base=0.508123;margin=0.836476;shape=0.345;size=0.845;calls=1.000
0x00082c60	0x460	buka21	0x000d8c85	__sopen	(libcmt)	graph:2;base=0.376860;margin=0.473417;shape=0.275;size=0.642;calls=0.581
0x000830c0	0x80	buka21	0x000d8760	_write	(libcmt)	graph:3;base=0.427928;margin=0.600000;shape=0.228;size=0.789;calls=1.000
0x00083140	0x200	buka21	0x000d87c5	__write_lk	(libcmt)	graph:2;base=0.444274;margin=0.188965;shape=0.271;size=0.771;calls=0.900
0x00083340	0xd0	buka21	0x000d8f60	__strnicmp	(libcmt)	graph:3;base=0.672531;margin=0.199741;shape=0.690;size=0.809;calls=1.000
0x00083410	0xb0	buka21	0x000d8690	_strcmpi	(libcmt)	graph:3;base=0.658011;margin=0.238646;shape=0.641;size=0.846;calls=1.000
0x000834c0	0x60	buka21	0x000e7ecb	__access	(libcmt)	graph:2;base=0.445233;margin=0.471290;shape=0.343;size=0.729;calls=0.833
0x00084000	0x50	buka21	0x000da300	__CallSettingFrame@12	(libcmt)	graph:1;base=0.686940;margin=0.491317;shape=0.686;size=0.950;calls=1.000
0x000840d0	0x70	buka21	0x000da3d1	__getptd	(libcmt)	graph:2;base=0.526275;margin=0.491596;shape=0.326;size=0.920;calls=1.000
0x00084140	0x150	buka21	0x000da5b3	__flsbuf	(libcmt)	graph:2;base=0.489128;margin=0.555992;shape=0.309;size=0.833;calls=1.000
0x00085570	0x70	buka21	0x000db409	__lock	(libcmt)	graph:2;base=0.451415;margin=0.217359;shape=0.220;size=0.866;calls=1.000
0x000855e0	0x20	buka21	0x000db46a	__unlock	(libcmt)	graph:2;base=0.517537;margin=0.553493;shape=0.556;size=0.656;calls=1.000
0x00085600	0x40	buka21	0x000df998	__lock_file	(libcmt)	graph:3;base=0.578759;margin=0.240000;shape=0.619;size=0.734;calls=1.000
